packet_rate,failed_logins,event,action_label
20.1,1,Normal,ALLOW
78.5,1,Port Scan,ALERT
8.58,1,Normal,ALLOW
11.32,1,Normal,ALLOW
14.18,0,Normal,ALLOW
13.44,0,Normal,ALLOW
26.13,0,Normal,ALLOW
46.88,0,Port Scan,ALERT
31.26,2,Port Scan,ALERT
40.91,1,Port Scan,ALERT
617.56,0,DDoS,RATE_LIMIT
19.72,1,Normal,ALLOW
5.02,0,Normal,ALLOW
20.01,0,Normal,ALLOW
20.68,0,Normal,ALLOW
10.8,1,Normal,ALLOW
16.46,0,Normal,ALLOW
9.99,1,Normal,ALLOW
17.15,1,Normal,ALLOW
28.71,0,Normal,ALLOW
21.66,11,Brute Force,BLOCK_IP
939.62,0,DDoS,RATE_LIMIT
24.65,0,Normal,ALLOW
16.7,0,Normal,ALLOW
68.63,0,Port Scan,ALERT
8.86,1,Normal,ALLOW
40.42,4,Brute Force,BLOCK_IP
22.6,0,Normal,ALLOW
24.24,0,Normal,ALLOW
22.7,1,Normal,ALLOW
16.83,8,Brute Force,BLOCK_IP
24.07,1,Normal,ALLOW
13.51,1,Normal,ALLOW
10.67,0,Normal,ALLOW
27.77,1,Normal,ALLOW
24.34,0,Normal,ALLOW
32.51,1,Port Scan,ALERT
32.05,7,Brute Force,BLOCK_IP
28.21,0,Normal,ALLOW
9.02,0,Normal,ALLOW
23.84,1,Normal,ALLOW
19.5,15,Brute Force,BLOCK_IP
38.98,12,Brute Force,BLOCK_IP
20.21,1,Normal,ALLOW
46.89,15,Brute Force,BLOCK_IP
14.49,1,Normal,ALLOW
39.99,2,Port Scan,ALERT
23.77,0,Normal,ALLOW
721.21,0,DDoS,RATE_LIMIT
10.27,1,Normal,ALLOW
37.1,8,Brute Force,BLOCK_IP
43.4,11,Brute Force,BLOCK_IP
14.68,1,Normal,ALLOW
454.44,0,DDoS,RATE_LIMIT
23.74,0,Normal,ALLOW
18.12,0,Normal,ALLOW
21.31,6,Brute Force,BLOCK_IP
13.63,0,Normal,ALLOW
465.76,0,DDoS,RATE_LIMIT
21.75,11,Brute Force,BLOCK_IP
28.33,1,Normal,ALLOW
33.89,9,Brute Force,BLOCK_IP
21.96,1,Normal,ALLOW
12.39,1,Normal,ALLOW
77.36,2,Port Scan,ALERT
55.32,1,Port Scan,ALERT
11.94,0,Normal,ALLOW
13.49,0,Normal,ALLOW
5.26,1,Normal,ALLOW
18.58,1,Normal,ALLOW
20.57,1,Normal,ALLOW
24.86,1,Normal,ALLOW
13.5,1,Normal,ALLOW
12.83,1,Normal,ALLOW
11.53,1,Normal,ALLOW
79.58,0,Port Scan,ALERT
28.39,1,Normal,ALLOW
28.47,1,Normal,ALLOW
47.15,15,Brute Force,BLOCK_IP
331.91,0,DDoS,RATE_LIMIT
42.0,2,Port Scan,ALERT
8.76,1,Normal,ALLOW
559.02,0,DDoS,RATE_LIMIT
46.53,6,Brute Force,BLOCK_IP
397.33,0,DDoS,RATE_LIMIT
576.77,0,DDoS,RATE_LIMIT
36.48,13,Brute Force,BLOCK_IP
21.19,1,Normal,ALLOW
33.12,6,Brute Force,BLOCK_IP
12.36,0,Normal,ALLOW
67.85,0,Port Scan,ALERT
10.28,15,Brute Force,BLOCK_IP
44.6,15,Brute Force,BLOCK_IP
50.56,1,Port Scan,ALERT
26.4,1,Normal,ALLOW
27.39,0,Normal,ALLOW
12.38,1,Normal,ALLOW
22.28,0,Normal,ALLOW
16.0,1,Normal,ALLOW
39.23,1,Port Scan,ALERT
34.15,7,Brute Force,BLOCK_IP
25.77,1,Normal,ALLOW
9.33,0,Normal,ALLOW
18.29,1,Normal,ALLOW
745.72,0,DDoS,RATE_LIMIT
28.75,1,Normal,ALLOW
676.87,0,DDoS,RATE_LIMIT
15.85,0,Normal,ALLOW
19.59,1,Normal,ALLOW
31.87,4,Brute Force,BLOCK_IP
32.26,2,Port Scan,ALERT
30.76,2,Port Scan,ALERT
28.29,1,Normal,ALLOW
73.65,2,Port Scan,ALERT
22.49,1,Normal,ALLOW
14.99,0,Normal,ALLOW
28.57,1,Normal,ALLOW
25.66,0,Normal,ALLOW
24.5,1,Normal,ALLOW
19.42,0,Normal,ALLOW
14.04,0,Normal,ALLOW
49.22,8,Brute Force,BLOCK_IP
6.68,1,Normal,ALLOW
24.59,1,Normal,ALLOW
5.81,1,Normal,ALLOW
26.59,1,Normal,ALLOW
7.58,1,Normal,ALLOW
69.47,2,Port Scan,ALERT
19.03,0,Normal,ALLOW
25.47,1,Normal,ALLOW
41.74,10,Brute Force,BLOCK_IP
29.24,0,Normal,ALLOW
11.0,1,Normal,ALLOW
12.01,7,Brute Force,BLOCK_IP
5.68,0,Normal,ALLOW
16.45,1,Normal,ALLOW
991.55,0,DDoS,RATE_LIMIT
19.36,0,Normal,ALLOW
58.88,1,Port Scan,ALERT
27.44,0,Normal,ALLOW
71.03,1,Port Scan,ALERT
27.4,1,Normal,ALLOW
490.05,0,DDoS,RATE_LIMIT
25.14,0,Normal,ALLOW
57.87,0,Port Scan,ALERT
7.12,0,Normal,ALLOW
13.96,0,Normal,ALLOW
872.73,0,DDoS,RATE_LIMIT
10.53,0,Normal,ALLOW
8.49,0,Normal,ALLOW
25.59,0,Normal,ALLOW
69.08,2,Port Scan,ALERT
12.58,0,Normal,ALLOW
30.84,0,Port Scan,ALERT
76.69,0,Port Scan,ALERT
15.52,1,Normal,ALLOW
5.82,0,Normal,ALLOW
12.8,1,Normal,ALLOW
9.03,1,Normal,ALLOW
60.96,0,Port Scan,ALERT
28.2,1,Normal,ALLOW
33.42,2,Port Scan,ALERT
30.49,14,Brute Force,BLOCK_IP
235.23,0,DDoS,RATE_LIMIT
22.33,0,Normal,ALLOW
13.87,1,Normal,ALLOW
22.03,1,Normal,ALLOW
25.84,1,Normal,ALLOW
45.98,0,Port Scan,ALERT
14.34,0,Normal,ALLOW
29.06,0,Normal,ALLOW
24.2,9,Brute Force,BLOCK_IP
21.9,1,Normal,ALLOW
21.12,7,Brute Force,BLOCK_IP
32.25,15,Brute Force,BLOCK_IP
27.68,1,Normal,ALLOW
535.35,0,DDoS,RATE_LIMIT
9.21,0,Normal,ALLOW
22.75,0,Normal,ALLOW
10.78,1,Normal,ALLOW
78.43,2,Port Scan,ALERT
28.95,0,Normal,ALLOW
71.82,2,Port Scan,ALERT
76.72,2,Port Scan,ALERT
14.49,0,Normal,ALLOW
20.75,0,Normal,ALLOW
34.57,1,Port Scan,ALERT
31.25,8,Brute Force,BLOCK_IP
24.52,0,Normal,ALLOW
23.29,0,Normal,ALLOW
45.74,10,Brute Force,BLOCK_IP
25.82,1,Normal,ALLOW
28.58,0,Normal,ALLOW
545.04,0,DDoS,RATE_LIMIT
14.48,0,Normal,ALLOW
17.51,1,Normal,ALLOW
26.11,1,Normal,ALLOW
18.69,0,Normal,ALLOW
12.71,1,Normal,ALLOW
40.76,2,Port Scan,ALERT
57.97,1,Port Scan,ALERT
10.26,4,Brute Force,BLOCK_IP
64.83,2,Port Scan,ALERT
25.81,12,Brute Force,BLOCK_IP
40.54,1,Port Scan,ALERT
25.51,0,Normal,ALLOW
28.67,1,Normal,ALLOW
14.56,0,Normal,ALLOW
43.3,2,Port Scan,ALERT
24.5,0,Normal,ALLOW
20.09,0,Normal,ALLOW
28.39,5,Brute Force,BLOCK_IP
296.31,0,DDoS,RATE_LIMIT
28.46,0,Normal,ALLOW
6.64,0,Normal,ALLOW
10.57,0,Normal,ALLOW
17.42,0,Normal,ALLOW
15.43,1,Normal,ALLOW
304.4,0,DDoS,RATE_LIMIT
652.34,0,DDoS,RATE_LIMIT
553.8,0,DDoS,RATE_LIMIT
24.93,1,Normal,ALLOW
13.37,13,Brute Force,BLOCK_IP
13.51,0,Normal,ALLOW
5.41,1,Normal,ALLOW
37.98,1,Port Scan,ALERT
13.07,14,Brute Force,BLOCK_IP
218.97,0,DDoS,RATE_LIMIT
43.4,10,Brute Force,BLOCK_IP
8.39,1,Normal,ALLOW
12.0,1,Normal,ALLOW
28.16,1,Normal,ALLOW
28.17,0,Normal,ALLOW
5.98,0,Normal,ALLOW
10.39,6,Brute Force,BLOCK_IP
5.72,1,Normal,ALLOW
77.34,0,Port Scan,ALERT
24.68,0,Normal,ALLOW
11.2,1,Normal,ALLOW
59.42,0,Port Scan,ALERT
19.16,1,Normal,ALLOW
18.6,0,Normal,ALLOW
56.77,2,Port Scan,ALERT
11.79,0,Normal,ALLOW
8.3,0,Normal,ALLOW
18.75,1,Normal,ALLOW
7.33,0,Normal,ALLOW
43.29,4,Brute Force,BLOCK_IP
10.54,0,Normal,ALLOW
10.65,0,Normal,ALLOW
34.38,1,Port Scan,ALERT
13.81,15,Brute Force,BLOCK_IP
32.53,2,Port Scan,ALERT
26.77,1,Normal,ALLOW
43.99,1,Port Scan,ALERT
67.62,0,Port Scan,ALERT
44.83,8,Brute Force,BLOCK_IP
23.19,0,Normal,ALLOW
14.86,1,Normal,ALLOW
18.82,0,Normal,ALLOW
19.3,1,Normal,ALLOW
44.82,2,Port Scan,ALERT
8.85,1,Normal,ALLOW
66.7,2,Port Scan,ALERT
48.05,1,Port Scan,ALERT
8.14,1,Normal,ALLOW
32.83,1,Port Scan,ALERT
49.6,2,Port Scan,ALERT
25.07,0,Normal,ALLOW
713.2,0,DDoS,RATE_LIMIT
11.5,1,Normal,ALLOW
23.49,7,Brute Force,BLOCK_IP
36.11,2,Port Scan,ALERT
15.28,1,Normal,ALLOW
26.88,0,Normal,ALLOW
43.04,12,Brute Force,BLOCK_IP
18.64,1,Normal,ALLOW
25.88,7,Brute Force,BLOCK_IP
36.26,14,Brute Force,BLOCK_IP
14.01,1,Normal,ALLOW
11.4,15,Brute Force,BLOCK_IP
7.03,1,Normal,ALLOW
16.11,0,Normal,ALLOW
79.42,2,Port Scan,ALERT
9.23,0,Normal,ALLOW
21.49,0,Normal,ALLOW
17.68,0,Normal,ALLOW
12.24,0,Normal,ALLOW
24.2,0,Normal,ALLOW
15.28,1,Normal,ALLOW
20.47,1,Normal,ALLOW
19.11,1,Normal,ALLOW
21.12,0,Normal,ALLOW
28.36,0,Normal,ALLOW
43.95,2,Port Scan,ALERT
18.9,1,Normal,ALLOW
20.08,0,Normal,ALLOW
25.46,0,Normal,ALLOW
28.84,14,Brute Force,BLOCK_IP
29.8,0,Normal,ALLOW
21.3,0,Normal,ALLOW
24.13,1,Normal,ALLOW
20.06,1,Normal,ALLOW
282.27,0,DDoS,RATE_LIMIT
15.04,11,Brute Force,BLOCK_IP
7.33,0,Normal,ALLOW
877.51,0,DDoS,RATE_LIMIT
46.22,1,Port Scan,ALERT
27.24,1,Normal,ALLOW
20.08,1,Normal,ALLOW
5.14,1,Normal,ALLOW
51.45,1,Port Scan,ALERT
8.58,1,Normal,ALLOW
10.66,1,Normal,ALLOW
28.58,0,Normal,ALLOW
20.63,0,Normal,ALLOW
721.79,0,DDoS,RATE_LIMIT
11.28,1,Normal,ALLOW
15.24,9,Brute Force,BLOCK_IP
297.61,0,DDoS,RATE_LIMIT
761.11,0,DDoS,RATE_LIMIT
7.84,1,Normal,ALLOW
13.53,1,Normal,ALLOW
19.85,1,Normal,ALLOW
23.28,15,Brute Force,BLOCK_IP
5.7,1,Normal,ALLOW
7.04,1,Normal,ALLOW
26.05,0,Normal,ALLOW
20.78,0,Normal,ALLOW
21.82,1,Normal,ALLOW
9.37,0,Normal,ALLOW
61.67,0,Port Scan,ALERT
29.13,0,Normal,ALLOW
25.15,0,Normal,ALLOW
19.42,0,Normal,ALLOW
10.99,8,Brute Force,BLOCK_IP
6.73,1,Normal,ALLOW
871.86,0,DDoS,RATE_LIMIT
15.1,5,Brute Force,BLOCK_IP
27.93,1,Normal,ALLOW
8.77,1,Normal,ALLOW
22.87,1,Normal,ALLOW
23.17,0,Normal,ALLOW
22.45,1,Normal,ALLOW
34.22,4,Brute Force,BLOCK_IP
43.5,7,Brute Force,BLOCK_IP
956.74,0,DDoS,RATE_LIMIT
12.4,1,Normal,ALLOW
67.82,2,Port Scan,ALERT
46.97,8,Brute Force,BLOCK_IP
61.69,1,Port Scan,ALERT
16.06,1,Normal,ALLOW
23.22,1,Normal,ALLOW
27.57,0,Normal,ALLOW
18.91,0,Normal,ALLOW
8.16,0,Normal,ALLOW
275.54,0,DDoS,RATE_LIMIT
71.58,2,Port Scan,ALERT
17.47,0,Normal,ALLOW
282.75,0,DDoS,RATE_LIMIT
26.08,11,Brute Force,BLOCK_IP
12.21,1,Normal,ALLOW
35.91,0,Port Scan,ALERT
5.34,0,Normal,ALLOW
485.28,0,DDoS,RATE_LIMIT
11.36,1,Normal,ALLOW
7.3,1,Normal,ALLOW
26.28,0,Normal,ALLOW
42.94,8,Brute Force,BLOCK_IP
17.86,1,Normal,ALLOW
25.31,0,Normal,ALLOW
14.5,0,Normal,ALLOW
991.07,0,DDoS,RATE_LIMIT
10.64,1,Normal,ALLOW
7.37,1,Normal,ALLOW
8.45,1,Normal,ALLOW
17.08,9,Brute Force,BLOCK_IP
52.21,0,Port Scan,ALERT
34.38,2,Port Scan,ALERT
27.28,0,Normal,ALLOW
25.31,1,Normal,ALLOW
16.91,0,Normal,ALLOW
15.07,0,Normal,ALLOW
44.38,11,Brute Force,BLOCK_IP
12.88,0,Normal,ALLOW
14.12,1,Normal,ALLOW
8.21,0,Normal,ALLOW
7.99,1,Normal,ALLOW
22.52,0,Normal,ALLOW
25.1,0,Normal,ALLOW
599.97,0,DDoS,RATE_LIMIT
23.26,0,Normal,ALLOW
24.51,0,Normal,ALLOW
5.64,1,Normal,ALLOW
12.69,0,Normal,ALLOW
20.43,1,Normal,ALLOW
41.63,1,Port Scan,ALERT
30.94,6,Brute Force,BLOCK_IP
53.92,2,Port Scan,ALERT
11.95,0,Normal,ALLOW
13.44,6,Brute Force,BLOCK_IP
25.81,0,Normal,ALLOW
19.64,0,Normal,ALLOW
6.67,0,Normal,ALLOW
20.94,0,Normal,ALLOW
28.31,1,Normal,ALLOW
54.91,1,Port Scan,ALERT
11.31,1,Normal,ALLOW
722.36,0,DDoS,RATE_LIMIT
8.85,0,Normal,ALLOW
25.25,0,Normal,ALLOW
8.39,0,Normal,ALLOW
48.24,2,Port Scan,ALERT
27.69,1,Normal,ALLOW
9.75,1,Normal,ALLOW
40.82,15,Brute Force,BLOCK_IP
13.97,0,Normal,ALLOW
18.24,0,Normal,ALLOW
22.63,12,Brute Force,BLOCK_IP
980.14,0,DDoS,RATE_LIMIT
25.83,1,Normal,ALLOW
23.25,9,Brute Force,BLOCK_IP
20.7,1,Normal,ALLOW
67.81,1,Port Scan,ALERT
45.36,1,Port Scan,ALERT
18.76,0,Normal,ALLOW
8.01,1,Normal,ALLOW
33.19,12,Brute Force,BLOCK_IP
14.45,1,Normal,ALLOW
16.67,0,Normal,ALLOW
604.75,0,DDoS,RATE_LIMIT
9.05,1,Normal,ALLOW
17.48,0,Normal,ALLOW
561.39,0,DDoS,RATE_LIMIT
24.19,11,Brute Force,BLOCK_IP
29.65,1,Normal,ALLOW
14.68,0,Normal,ALLOW
20.41,1,Normal,ALLOW
21.21,1,Normal,ALLOW
16.38,0,Normal,ALLOW
47.62,9,Brute Force,BLOCK_IP
8.38,0,Normal,ALLOW
8.79,1,Normal,ALLOW
43.12,0,Port Scan,ALERT
7.78,0,Normal,ALLOW
13.45,0,Normal,ALLOW
9.06,1,Normal,ALLOW
9.07,0,Normal,ALLOW
34.8,9,Brute Force,BLOCK_IP
6.46,0,Normal,ALLOW
32.1,1,Port Scan,ALERT
26.8,0,Normal,ALLOW
7.91,1,Normal,ALLOW
25.08,1,Normal,ALLOW
18.25,0,Normal,ALLOW
19.15,1,Normal,ALLOW
8.71,1,Normal,ALLOW
12.41,1,Normal,ALLOW
18.96,0,Normal,ALLOW
27.31,7,Brute Force,BLOCK_IP
20.36,0,Normal,ALLOW
76.98,1,Port Scan,ALERT
28.8,12,Brute Force,BLOCK_IP
43.14,9,Brute Force,BLOCK_IP
581.47,0,DDoS,RATE_LIMIT
35.2,7,Brute Force,BLOCK_IP
24.59,0,Normal,ALLOW
9.88,0,Normal,ALLOW
8.11,1,Normal,ALLOW
990.2,0,DDoS,RATE_LIMIT
13.14,1,Normal,ALLOW
23.05,1,Normal,ALLOW
25.04,0,Normal,ALLOW
17.91,0,Normal,ALLOW
29.89,1,Normal,ALLOW
36.89,4,Brute Force,BLOCK_IP
15.97,15,Brute Force,BLOCK_IP
28.76,0,Normal,ALLOW
473.48,0,DDoS,RATE_LIMIT
26.85,1,Normal,ALLOW
42.58,4,Brute Force,BLOCK_IP
653.51,0,DDoS,RATE_LIMIT
481.23,0,DDoS,RATE_LIMIT
20.26,0,Normal,ALLOW
49.05,1,Port Scan,ALERT
8.18,0,Normal,ALLOW
46.1,15,Brute Force,BLOCK_IP
801.7,0,DDoS,RATE_LIMIT
27.64,1,Normal,ALLOW
238.69,0,DDoS,RATE_LIMIT
25.51,1,Normal,ALLOW
17.98,7,Brute Force,BLOCK_IP
24.12,11,Brute Force,BLOCK_IP
18.87,1,Normal,ALLOW
47.42,13,Brute Force,BLOCK_IP
41.38,12,Brute Force,BLOCK_IP
5.36,0,Normal,ALLOW
28.95,1,Normal,ALLOW
16.59,15,Brute Force,BLOCK_IP
30.72,0,Port Scan,ALERT
657.29,0,DDoS,RATE_LIMIT
9.62,1,Normal,ALLOW
71.24,0,Port Scan,ALERT
810.95,0,DDoS,RATE_LIMIT
18.09,1,Normal,ALLOW
18.57,1,Normal,ALLOW
7.0,0,Normal,ALLOW
209.87,0,DDoS,RATE_LIMIT
15.72,13,Brute Force,BLOCK_IP
10.06,0,Normal,ALLOW
19.95,1,Normal,ALLOW
14.94,0,Normal,ALLOW
28.81,0,Normal,ALLOW
14.57,0,Normal,ALLOW
9.85,0,Normal,ALLOW
17.64,0,Normal,ALLOW
5.65,1,Normal,ALLOW
659.09,0,DDoS,RATE_LIMIT
19.15,1,Normal,ALLOW
10.05,1,Normal,ALLOW
77.99,0,Port Scan,ALERT
934.03,0,DDoS,RATE_LIMIT
41.11,5,Brute Force,BLOCK_IP
9.63,1,Normal,ALLOW
18.12,1,Normal,ALLOW
6.14,0,Normal,ALLOW
671.37,0,DDoS,RATE_LIMIT
28.17,4,Brute Force,BLOCK_IP
13.09,15,Brute Force,BLOCK_IP
49.36,15,Brute Force,BLOCK_IP
298.63,0,DDoS,RATE_LIMIT
17.96,0,Normal,ALLOW
332.86,0,DDoS,RATE_LIMIT
6.48,1,Normal,ALLOW
22.11,0,Normal,ALLOW
6.17,1,Normal,ALLOW
14.55,1,Normal,ALLOW
12.15,0,Normal,ALLOW
203.35,0,DDoS,RATE_LIMIT
36.82,6,Brute Force,BLOCK_IP
464.92,0,DDoS,RATE_LIMIT
68.3,0,Port Scan,ALERT
15.39,1,Normal,ALLOW
663.7,0,DDoS,RATE_LIMIT
31.11,0,Port Scan,ALERT
278.74,0,DDoS,RATE_LIMIT
48.27,11,Brute Force,BLOCK_IP
18.75,1,Normal,ALLOW
12.88,1,Normal,ALLOW
17.26,0,Normal,ALLOW
7.42,1,Normal,ALLOW
60.88,1,Port Scan,ALERT
21.94,0,Normal,ALLOW
35.62,2,Port Scan,ALERT
937.95,0,DDoS,RATE_LIMIT
258.19,0,DDoS,RATE_LIMIT
12.02,0,Normal,ALLOW
717.97,0,DDoS,RATE_LIMIT
875.0,0,DDoS,RATE_LIMIT
13.12,1,Normal,ALLOW
73.72,1,Port Scan,ALERT
784.19,0,DDoS,RATE_LIMIT
591.9,0,DDoS,RATE_LIMIT
20.77,0,Normal,ALLOW
29.46,0,Normal,ALLOW
213.34,0,DDoS,RATE_LIMIT
9.87,1,Normal,ALLOW
66.54,2,Port Scan,ALERT
14.3,1,Normal,ALLOW
843.33,0,DDoS,RATE_LIMIT
26.66,0,Normal,ALLOW
48.29,6,Brute Force,BLOCK_IP
8.5,0,Normal,ALLOW
52.98,1,Port Scan,ALERT
50.14,2,Port Scan,ALERT
32.74,9,Brute Force,BLOCK_IP
8.38,1,Normal,ALLOW
24.22,0,Normal,ALLOW
8.33,1,Normal,ALLOW
23.25,1,Normal,ALLOW
26.99,1,Normal,ALLOW
8.19,0,Normal,ALLOW
10.21,0,Normal,ALLOW
12.57,0,Normal,ALLOW
54.19,2,Port Scan,ALERT
671.22,0,DDoS,RATE_LIMIT
47.55,5,Brute Force,BLOCK_IP
19.39,0,Normal,ALLOW
21.4,0,Normal,ALLOW
18.84,0,Normal,ALLOW
10.62,1,Normal,ALLOW
23.56,1,Normal,ALLOW
20.18,10,Brute Force,BLOCK_IP
69.01,2,Port Scan,ALERT
43.06,0,Port Scan,ALERT
23.62,0,Normal,ALLOW
24.91,1,Normal,ALLOW
30.53,4,Brute Force,BLOCK_IP
8.33,0,Normal,ALLOW
27.8,1,Normal,ALLOW
679.44,0,DDoS,RATE_LIMIT
17.84,0,Normal,ALLOW
12.98,0,Normal,ALLOW
17.41,0,Normal,ALLOW
42.13,1,Port Scan,ALERT
5.6,1,Normal,ALLOW
14.19,6,Brute Force,BLOCK_IP
9.36,0,Normal,ALLOW
6.52,0,Normal,ALLOW
61.28,0,Port Scan,ALERT
14.04,1,Normal,ALLOW
18.03,1,Normal,ALLOW
713.67,0,DDoS,RATE_LIMIT
11.89,0,Normal,ALLOW
44.47,14,Brute Force,BLOCK_IP
19.7,1,Normal,ALLOW
19.92,0,Normal,ALLOW
25.21,0,Normal,ALLOW
23.75,0,Normal,ALLOW
42.79,1,Port Scan,ALERT
39.04,1,Port Scan,ALERT
39.06,2,Port Scan,ALERT
14.62,0,Normal,ALLOW
18.88,1,Normal,ALLOW
19.74,1,Normal,ALLOW
20.39,1,Normal,ALLOW
9.43,0,Normal,ALLOW
16.87,12,Brute Force,BLOCK_IP
10.35,1,Normal,ALLOW
5.37,0,Normal,ALLOW
25.3,0,Normal,ALLOW
14.69,1,Normal,ALLOW
63.44,0,Port Scan,ALERT
44.68,0,Port Scan,ALERT
5.5,0,Normal,ALLOW
18.94,0,Normal,ALLOW
16.46,1,Normal,ALLOW
25.19,0,Normal,ALLOW
21.98,0,Normal,ALLOW
10.76,13,Brute Force,BLOCK_IP
10.21,0,Normal,ALLOW
26.99,1,Normal,ALLOW
12.99,1,Normal,ALLOW
74.87,0,Port Scan,ALERT
5.02,0,Normal,ALLOW
8.45,0,Normal,ALLOW
10.24,0,Normal,ALLOW
37.0,13,Brute Force,BLOCK_IP
27.79,0,Normal,ALLOW
24.0,1,Normal,ALLOW
22.01,1,Normal,ALLOW
10.24,1,Normal,ALLOW
25.09,0,Normal,ALLOW
28.36,1,Normal,ALLOW
14.35,0,Normal,ALLOW
40.63,12,Brute Force,BLOCK_IP
37.59,2,Port Scan,ALERT
8.27,1,Normal,ALLOW
29.13,1,Normal,ALLOW
19.38,1,Normal,ALLOW
780.89,0,DDoS,RATE_LIMIT
14.17,0,Normal,ALLOW
15.69,1,Normal,ALLOW
22.53,8,Brute Force,BLOCK_IP
19.29,14,Brute Force,BLOCK_IP
5.17,1,Normal,ALLOW
9.97,1,Normal,ALLOW
42.48,12,Brute Force,BLOCK_IP
14.26,0,Normal,ALLOW
22.95,6,Brute Force,BLOCK_IP
26.15,0,Normal,ALLOW
21.44,1,Normal,ALLOW
501.34,0,DDoS,RATE_LIMIT
46.96,0,Port Scan,ALERT
27.58,1,Normal,ALLOW
287.21,0,DDoS,RATE_LIMIT
19.94,15,Brute Force,BLOCK_IP
60.0,2,Port Scan,ALERT
73.77,2,Port Scan,ALERT
28.16,0,Normal,ALLOW
44.29,5,Brute Force,BLOCK_IP
11.84,1,Normal,ALLOW
752.26,0,DDoS,RATE_LIMIT
956.02,0,DDoS,RATE_LIMIT
37.3,12,Brute Force,BLOCK_IP
6.34,1,Normal,ALLOW
21.14,1,Normal,ALLOW
394.86,0,DDoS,RATE_LIMIT
12.65,1,Normal,ALLOW
841.92,0,DDoS,RATE_LIMIT
73.07,1,Port Scan,ALERT
27.82,8,Brute Force,BLOCK_IP
22.07,0,Normal,ALLOW
801.46,0,DDoS,RATE_LIMIT
849.56,0,DDoS,RATE_LIMIT
28.64,1,Normal,ALLOW
24.58,0,Normal,ALLOW
8.29,0,Normal,ALLOW
19.95,1,Normal,ALLOW
21.94,1,Normal,ALLOW
20.62,0,Normal,ALLOW
16.75,11,Brute Force,BLOCK_IP
44.39,4,Brute Force,BLOCK_IP
53.77,1,Port Scan,ALERT
7.2,0,Normal,ALLOW
9.21,0,Normal,ALLOW
21.92,0,Normal,ALLOW
9.73,1,Normal,ALLOW
19.45,0,Normal,ALLOW
34.17,6,Brute Force,BLOCK_IP
834.45,0,DDoS,RATE_LIMIT
984.99,0,DDoS,RATE_LIMIT
28.31,0,Normal,ALLOW
7.64,1,Normal,ALLOW
16.72,1,Normal,ALLOW
22.43,0,Normal,ALLOW
8.55,1,Normal,ALLOW
23.13,0,Normal,ALLOW
20.3,1,Normal,ALLOW
27.16,0,Normal,ALLOW
33.55,2,Port Scan,ALERT
21.98,1,Normal,ALLOW
10.83,0,Normal,ALLOW
11.22,0,Normal,ALLOW
73.17,1,Port Scan,ALERT
68.78,0,Port Scan,ALERT
8.48,1,Normal,ALLOW
46.46,4,Brute Force,BLOCK_IP
6.4,0,Normal,ALLOW
13.93,0,Normal,ALLOW
38.58,1,Port Scan,ALERT
552.53,0,DDoS,RATE_LIMIT
45.2,12,Brute Force,BLOCK_IP
8.46,1,Normal,ALLOW
25.87,5,Brute Force,BLOCK_IP
6.83,1,Normal,ALLOW
26.73,1,Normal,ALLOW
15.38,0,Normal,ALLOW
50.54,1,Port Scan,ALERT
9.89,1,Normal,ALLOW
44.13,4,Brute Force,BLOCK_IP
8.43,1,Normal,ALLOW
405.32,0,DDoS,RATE_LIMIT
23.8,0,Normal,ALLOW
36.43,9,Brute Force,BLOCK_IP
12.79,0,Normal,ALLOW
15.88,1,Normal,ALLOW
30.08,2,Port Scan,ALERT
6.37,1,Normal,ALLOW
16.97,1,Normal,ALLOW
18.79,12,Brute Force,BLOCK_IP
57.69,1,Port Scan,ALERT
43.76,9,Brute Force,BLOCK_IP
42.89,9,Brute Force,BLOCK_IP
39.31,4,Brute Force,BLOCK_IP
23.1,0,Normal,ALLOW
10.8,0,Normal,ALLOW
7.98,1,Normal,ALLOW
11.05,0,Normal,ALLOW
14.37,1,Normal,ALLOW
38.44,13,Brute Force,BLOCK_IP
14.42,7,Brute Force,BLOCK_IP
27.95,1,Normal,ALLOW
10.82,0,Normal,ALLOW
40.01,11,Brute Force,BLOCK_IP
11.56,11,Brute Force,BLOCK_IP
25.06,0,Normal,ALLOW
23.48,0,Normal,ALLOW
740.47,0,DDoS,RATE_LIMIT
55.44,2,Port Scan,ALERT
24.33,1,Normal,ALLOW
10.4,13,Brute Force,BLOCK_IP
18.37,1,Normal,ALLOW
79.44,1,Port Scan,ALERT
29.67,1,Normal,ALLOW
11.99,1,Normal,ALLOW
18.46,1,Normal,ALLOW
14.97,1,Normal,ALLOW
7.43,0,Normal,ALLOW
31.39,12,Brute Force,BLOCK_IP
5.17,1,Normal,ALLOW
28.85,1,Normal,ALLOW
25.47,1,Normal,ALLOW
46.17,14,Brute Force,BLOCK_IP
30.03,0,Port Scan,ALERT
77.57,0,Port Scan,ALERT
10.84,0,Normal,ALLOW
9.62,1,Normal,ALLOW
18.89,0,Normal,ALLOW
10.6,1,Normal,ALLOW
501.49,0,DDoS,RATE_LIMIT
45.04,7,Brute Force,BLOCK_IP
70.39,2,Port Scan,ALERT
46.51,1,Port Scan,ALERT
26.0,1,Normal,ALLOW
6.51,0,Normal,ALLOW
29.84,1,Normal,ALLOW
22.82,12,Brute Force,BLOCK_IP
43.77,11,Brute Force,BLOCK_IP
8.06,1,Normal,ALLOW
